date,return
2014-02-17 19:59:00,-0.001005589994331313
2014-02-18 11:59:00,-0.0010066022234556105
2014-02-18 12:59:00,-0.000604569895474194
2014-02-18 13:59:00,-0.002016452071132213
2014-02-18 14:59:00,0.0021215526839923893
2014-02-18 15:59:00,0.0022178736664479892
2014-02-18 16:59:00,0.0059347713505613076
2014-02-18 17:59:00,-0.0017999260590375599
2014-02-18 18:59:00,0.0007012334134757214
2014-02-18 19:59:00,0.0032033921360006268
2014-02-19 11:59:00,0.00429081302604617
2014-02-19 12:59:00,0.001092960156197087
2014-02-19 13:59:00,0.00109176689847712
2014-02-19 14:59:00,9.914329485782858e-05
2014-02-19 15:59:00,0.005154940254837204
2014-02-19 16:59:00,0.000887625541318382
2014-02-19 17:59:00,0.004335654209031592
2014-02-19 18:59:00,0.003433927525762437
2014-02-19 19:59:00,-0.0033243995635727774
2014-02-20 11:59:00,0.005689950217644402
2014-02-20 12:59:00,0.003706806871889512
2014-02-20 13:59:00,-0.0003887491789131836
2014-02-20 14:59:00,0.0024306272725636013
2014-02-20 15:59:00,-0.0034916164543125072
2014-02-20 16:59:00,-0.001849254460411398
2014-02-20 17:59:00,0.0030227945622616215
2014-02-20 18:59:00,-0.004569135037850058
2014-02-20 19:59:00,-0.0018555755180756917
2014-02-21 11:59:00,-0.005381388388028485
2014-02-21 12:59:00,0.00029511842256302323
2014-02-21 13:59:00,0.0017701881202516478
2014-02-21 14:59:00,-0.0003926800203266634
2014-02-21 15:59:00,0.002553422810244621
2014-02-21 16:59:00,0.0009795844030884293
2014-02-21 17:59:00,-0.0014679386348412926
2014-02-21 18:59:00,0.0001960128862008581
2014-02-21 19:59:00,-0.0021557191994662217
2014-02-24 11:59:00,0.004615349505491917
2014-02-24 12:59:00,-0.0003696039263643147
2014-02-24 13:59:00,0.0
2014-02-24 14:59:00,-0.0002714481807379876
2014-02-24 15:59:00,-0.0022496409768621994
2014-02-24 16:59:00,0.0028428993432472183
2014-02-24 17:59:00,0.002052815301286426
2014-02-24 18:59:00,0.0005853171095917542
2014-02-24 19:59:00,-0.0004874789282358627
2014-02-25 11:59:00,0.005657513486146515
2014-02-25 12:59:00,-0.002909837633387702
2014-02-25 13:59:00,-0.011186929743824736
2014-02-25 14:59:00,-0.0006886473997026465
2014-02-25 15:59:00,-7.39526310953309e-05
2014-02-25 16:59:00,0.0
2014-02-25 17:59:00,0.0
2014-02-25 18:59:00,0.0
2014-02-25 19:59:00,0.0
2014-02-26 11:59:00,0.0
2014-02-26 12:59:00,0.0
2014-02-26 13:59:00,0.0
2014-02-26 14:59:00,0.0
2014-02-26 15:59:00,-0.002040739492790933
2014-02-26 16:59:00,0.004834075584264186
2014-02-26 17:59:00,0.00589079965484629
2014-02-26 18:59:00,-0.00048802511306955676
2014-02-26 19:59:00,0.0003906107182953811
2014-02-27 11:59:00,0.0013666037039803403
2014-02-27 12:59:00,0.0020471079706350093
2014-02-27 13:59:00,0.01031191158870537
2014-02-27 14:59:00,0.0037552810806704695
2014-02-27 15:59:00,0.00786617948027657
2014-02-27 16:59:00,-0.007804785635661338
2014-02-27 17:59:00,0.005467954028972821
2014-02-27 18:59:00,0.00019081467025938714
2014-02-27 19:59:00,-0.00209856093663896
2014-02-28 11:59:00,0.005353025124499977
2014-02-28 12:59:00,0.003993392115051009
2014-02-28 13:59:00,-0.01808819280051277
2014-02-28 14:59:00,0.0025076254962397293
2014-02-28 15:59:00,0.0018279118366182345
2014-02-28 16:59:00,0.0033610622892805697
2014-02-28 17:59:00,0.00526397675795387
2014-02-28 18:59:00,-0.0018089424670990617
2014-02-28 19:59:00,-0.012113264478612829
2014-03-03 11:59:00,0.09423237611261781
2014-03-03 12:59:00,-0.0002872930766320003
2014-03-03 13:59:00,0.0
2014-03-03 14:59:00,0.0
2014-03-03 15:59:00,0.0
2014-03-03 16:59:00,0.0
2014-03-03 17:59:00,0.0
2014-03-03 18:59:00,0.0
2014-03-03 19:59:00,0.0
2014-03-04 11:59:00,0.0
2014-03-04 12:59:00,0.0
2014-03-04 13:59:00,0.0
2014-03-04 14:59:00,0.0
2014-03-04 15:59:00,0.0
2014-03-04 16:59:00,0.0
2014-03-04 17:59:00,0.0
2014-03-04 18:59:00,0.0
2014-03-04 19:59:00,0.0
2014-03-05 11:59:00,0.0
2014-03-05 12:59:00,0.0
2014-03-05 13:59:00,0.0
2014-03-05 14:59:00,0.0
2014-03-05 15:59:00,0.0
2014-03-05 16:59:00,0.0
2014-03-05 17:59:00,0.0
2014-03-05 18:59:00,0.0
2014-03-05 19:59:00,0.0
2014-03-06 11:59:00,0.0
2014-03-06 12:59:00,0.0
2014-03-06 13:59:00,0.0
2014-03-06 14:59:00,0.0
2014-03-06 15:59:00,0.0
2014-03-06 16:59:00,0.0
2014-03-06 17:59:00,0.0
2014-03-06 18:59:00,0.0
2014-03-06 19:59:00,0.0
2014-03-07 11:59:00,0.0
2014-03-07 12:59:00,0.0
2014-03-07 13:59:00,0.0
2014-03-07 14:59:00,0.0
2014-03-07 15:59:00,0.0
2014-03-07 16:59:00,0.0
2014-03-07 17:59:00,0.0
2014-03-07 18:59:00,0.0
2014-03-07 19:59:00,0.0
2014-03-11 11:59:00,0.0
2014-03-11 12:59:00,0.0
2014-03-11 13:59:00,0.0
2014-03-11 14:59:00,0.0
2014-03-11 15:59:00,0.0
2014-03-11 16:59:00,0.0
2014-03-11 17:59:00,0.0
2014-03-11 18:59:00,0.0
2014-03-11 19:59:00,0.0
2014-03-12 11:59:00,0.0023430293543975633
2014-03-12 12:59:00,-0.004191371248665532
2014-03-12 13:59:00,0.005570752213896579
2014-03-12 14:59:00,0.007509629825196429
2014-03-12 15:59:00,-0.001466292910930922
2014-03-12 16:59:00,0.0011013345622592485
2014-03-12 17:59:00,0.00598955833136583
2014-03-12 18:59:00,0.01336589148777767
2014-03-12 19:59:00,0.011870640644258135
2014-03-13 11:59:00,-0.006043439020836816
2014-03-13 12:59:00,0.0015498508856102156
2014-03-13 13:59:00,0.006904019135628214
2014-03-13 14:59:00,0.004255870644230386
2014-03-13 15:59:00,0.011065457968866932
2014-03-13 16:59:00,0.01315651027872744
2014-03-13 17:59:00,0.0075845472631062005
2014-03-13 18:59:00,-0.009352292483138736
2014-03-13 19:59:00,0.0017269360210991902
2014-03-14 11:59:00,0.045512513757602235
2014-03-14 12:59:00,-0.004507028027087245
2014-03-14 13:59:00,-0.01004869341272352
2014-03-14 14:59:00,-0.009035233682535226
2014-03-14 15:59:00,0.004277398902792662
2014-03-14 16:59:00,-0.003586678474097771
2014-03-14 17:59:00,-0.0069742037701001625
2014-03-14 18:59:00,-0.008155956649536833
2014-03-14 19:59:00,-0.028095329508779132
2014-03-17 11:59:00,-0.010458402702088643
2014-03-17 12:59:00,-0.0017812815000547433
2014-03-17 13:59:00,-0.0024982441762104735
2014-03-17 14:59:00,-0.02015527020448271
2014-03-17 15:59:00,-0.0017040121801400465
2014-03-17 16:59:00,-0.00048691134876954756
2014-03-17 17:59:00,0.0
2014-03-17 18:59:00,0.0
2014-03-17 19:59:00,0.0
2014-03-18 11:59:00,0.0
2014-03-18 12:59:00,0.0
2014-03-18 13:59:00,0.0
2014-03-18 14:59:00,0.0
2014-03-18 15:59:00,0.0
2014-03-18 16:59:00,0.0
2014-03-18 17:59:00,0.0
2014-03-18 18:59:00,0.0
2014-03-18 19:59:00,0.0
2014-03-19 11:59:00,0.0017976288827952214
2014-03-19 12:59:00,-0.005966407725963019
2014-03-19 13:59:00,-0.01788416396898662
2014-03-19 14:59:00,0.003118121846380495
2014-03-19 15:59:00,0.001492046104707656
2014-03-19 16:59:00,0.001986430959701302
2014-03-19 17:59:00,0.0198249287447807
2014-03-19 18:59:00,-0.0065608451634915355
2014-03-19 19:59:00,-0.006971072690006297
2014-03-20 11:59:00,-0.01748844518721182
2014-03-20 12:59:00,0.010153369893439512
2014-03-20 13:59:00,-0.0004963612430901598
2014-03-20 14:59:00,-0.0033521022444960025
2014-03-20 15:59:00,-0.01146039443218172
2014-03-20 16:59:00,-0.0017641913950074972
2014-03-20 17:59:00,0.000252472752401367
2014-03-20 18:59:00,0.001893067694997086
2014-03-20 19:59:00,0.006046370435448534
2014-03-21 11:59:00,-0.030050157791590038
2014-03-21 12:59:00,-0.00580896489770466
2014-03-21 13:59:00,0.0075308567953713546
2014-03-21 14:59:00,0.0010309747451617834
2014-03-21 15:59:00,-0.0029609996764531354
2014-03-21 16:59:00,0.0006456072246208144
2014-03-21 17:59:00,0.0015484576436481934
2014-03-21 18:59:00,0.006441931790013733
2014-03-21 19:59:00,0.00921700645075596
2014-03-24 11:59:00,0.013445553961570988
2014-03-24 12:59:00,0.007509718595037906
2014-03-24 13:59:00,-0.009689866006616255
2014-03-24 14:59:00,0.0015053351119322933
2014-03-24 15:59:00,-0.008642666783839403
2014-03-24 16:59:00,-0.003537744678093091
2014-03-24 17:59:00,-0.0005248871979425251
2014-03-24 18:59:00,0.0
2014-03-24 19:59:00,0.0
2014-03-25 11:59:00,0.0
2014-03-25 12:59:00,0.0
2014-03-25 13:59:00,0.0
2014-03-25 14:59:00,0.0
2014-03-25 15:59:00,-0.0006106831359343756
2014-03-25 16:59:00,0.010726489793916327
2014-03-25 17:59:00,0.011778878911675283
2014-03-25 18:59:00,0.0011526487250590467
2014-03-25 19:59:00,0.0028783041390516573
2014-03-26 11:59:00,0.00861012984478493
2014-03-26 12:59:00,0.0019349690963197386
2014-03-26 13:59:00,-0.005339289083393428
2014-03-26 14:59:00,0.006510067167868394
2014-03-26 15:59:00,0.010893406840925435
2014-03-26 16:59:00,-0.007296263053351182
2014-03-26 17:59:00,0.004409933869570892
2014-03-26 18:59:00,-0.01441008160346069
2014-03-26 19:59:00,0.0030840682635788763
2014-03-27 11:59:00,-0.011273482111389344
2014-03-27 12:59:00,-0.004031018094200256
2014-03-27 13:59:00,-0.003700418712339615
2014-03-27 14:59:00,0.0017410137512727797
2014-03-27 15:59:00,-0.0057932929681873135
2014-03-27 16:59:00,-0.0046616406243992214
2014-03-27 17:59:00,-0.004098039132047981
2014-03-27 18:59:00,-0.0011756863320376842
2014-03-27 19:59:00,0.0021187263552855384
2014-03-28 11:59:00,0.008456987379095615
2014-03-28 12:59:00,-0.006056603598046828
2014-03-28 13:59:00,0.00386703491944429
2014-03-28 14:59:00,0.010856026865277757
2014-03-28 15:59:00,-0.0015012119346129449
2014-03-28 16:59:00,0.00023130291694761773
2014-03-28 17:59:00,-0.0011562471414012787
2014-03-28 18:59:00,0.0019678955139446064
2014-03-28 19:59:00,0.0019640305071204622
2014-03-31 11:59:00,0.001383656931190691
2014-03-31 12:59:00,0.008981342955305172
2014-03-31 13:59:00,0.0005706023372378244
2014-03-31 14:59:00,-0.0025092185178949844
2014-03-31 15:59:00,-0.007775276195049918
2014-03-31 16:59:00,0.009334302838525765
2014-03-31 17:59:00,-0.0006850355109762063
2014-03-31 18:59:00,0.010625329147913476
2014-03-31 19:59:00,0.006782979671555722
2014-04-01 11:59:00,0.004491520555084838
2014-04-01 12:59:00,-0.010731448809290223
2014-04-01 13:59:00,0.0006779913803722781
2014-04-01 14:59:00,-0.00022584400650083047
2014-04-01 15:59:00,0.007002745729683957
2014-04-01 16:59:00,0.0016824310397571818
2014-04-01 17:59:00,-0.0012317104945205326
2014-04-01 18:59:00,-0.0014574530173375733
2014-04-01 19:59:00,0.0007859278468629327
2014-04-02 11:59:00,-0.01144309803345922
2014-04-02 12:59:00,0.005447321544314487
2014-04-02 13:59:00,-0.004966324913590503
2014-04-02 14:59:00,-0.00022686874542932056
2014-04-02 15:59:00,-0.007034527022631076
2014-04-02 16:59:00,-0.008912584652502553
2014-04-02 17:59:00,0.0033434520678241597
2014-04-02 18:59:00,-0.00037583867806489923
2014-04-02 19:59:00,0.0
2014-04-03 11:59:00,0.0
2014-04-03 12:59:00,0.0
2014-04-03 13:59:00,0.0
2014-04-03 14:59:00,0.0
2014-04-03 15:59:00,0.0
2014-04-03 16:59:00,0.0
2014-04-03 17:59:00,0.0
2014-04-03 18:59:00,-0.002445456224696052
2014-04-03 19:59:00,0.005992077622437142
2014-04-04 11:59:00,0.006643661856714278
2014-04-04 12:59:00,-0.006599814918081592
2014-04-04 13:59:00,0.0024054637757071617
2014-04-04 14:59:00,-0.002856775482094509
2014-04-04 15:59:00,-0.004010944041530351
2014-04-04 16:59:00,-0.0033367371002008817
2014-04-04 17:59:00,-0.002424347309757713
2014-04-04 18:59:00,-0.004397575429724188
2014-04-04 19:59:00,-0.0003848833896032966
2014-04-07 11:59:00,0.0
2014-04-07 12:59:00,0.0
2014-04-07 13:59:00,-0.004097297903644104
2014-04-07 14:59:00,0.0012843598319123295
2014-04-07 15:59:00,0.012943733891958242
2014-04-07 16:59:00,0.005871126676045613
2014-04-07 17:59:00,0.0027467565858048104
2014-04-07 18:59:00,-0.006619812069961983
2014-04-07 19:59:00,-0.0013787433119549775
